feature,importance,importance_pct,cumulative_pct
pct_change_1h_net_passengers,1182,7.88,7.88
lag_1h_net_passengers,1162,7.746666666666667,15.626666666666667
lag_24h_net_passengers,1130,7.533333333333333,23.16
diff_1h_net_passengers,1016,6.773333333333334,29.933333333333334
rolling_3h_mean_net_passengers,1004,6.693333333333333,36.626666666666665
rolling_3h_max_net_passengers,927,6.18,42.806666666666665
lag_2h_net_passengers,909,6.0600000000000005,48.86666666666667
rolling_3h_min_net_passengers,856,5.706666666666667,54.57333333333334
rolling_3h_std_net_passengers,663,4.42,58.99333333333334
time_mean_승차,475,3.166666666666667,62.160000000000004
diff_1h_승차,303,2.02,64.18
pct_change_1h_하차,288,1.92,66.10000000000001
diff_1h_하차,285,1.9,68.00000000000001
pct_change_1h_승차,265,1.7666666666666668,69.76666666666668
rolling_6h_mean_net_passengers,249,1.66,71.42666666666668
rolling_12h_mean_net_passengers,199,1.3266666666666667,72.75333333333334
Time_x_Weekday,192,1.28,74.03333333333335
rolling_3h_min_승차,182,1.2133333333333334,75.24666666666668
rolling_3h_std_하차,176,1.1733333333333333,76.42000000000002
rolling_6h_mean_하차,176,1.1733333333333333,77.59333333333335
lag_1h_하차,174,1.16,78.75333333333334
rolling_3h_max_하차,174,1.16,79.91333333333334
lag_24h_하차,166,1.1066666666666667,81.02000000000001
lag_3h_net_passengers,165,1.0999999999999999,82.12
weekday_mean_승차,139,0.9266666666666666,83.04666666666667
lag_1h_승차,137,0.9133333333333333,83.96
lag_3h_하차,135,0.8999999999999999,84.86
lag_2h_하차,130,0.8666666666666666,85.72666666666666
rolling_12h_mean_하차,128,0.8533333333333334,86.58
rolling_3h_max_승차,121,0.8066666666666666,87.38666666666667
rolling_3h_min_하차,118,0.7866666666666666,88.17333333333333
lag_24h_승차,116,0.7733333333333333,88.94666666666666
rolling_3h_std_승차,113,0.7533333333333334,89.69999999999999
rolling_6h_mean_승차,109,0.7266666666666667,90.42666666666666
순서,101,0.6733333333333333,91.1
rolling_3h_mean_하차,95,0.6333333333333333,91.73333333333333
요일,95,0.6333333333333333,92.36666666666667
lag_3h_승차,90,0.6,92.96666666666667
rolling_3h_mean_승차,83,0.5533333333333333,93.52
rolling_12h_mean_승차,82,0.5466666666666666,94.06666666666666
Time_Sin,76,0.5066666666666666,94.57333333333332
month_mean_승차,75,0.5,95.07333333333332
lag_2h_승차,73,0.4866666666666667,95.55999999999999
Time_Cos,71,0.47333333333333333,96.03333333333332
DayOfYear,66,0.44,96.47333333333331
요일_Sin,51,0.33999999999999997,96.81333333333332
DI_x_RushHour,44,0.29333333333333333,97.10666666666665
요일_Cos,36,0.24,97.34666666666665
Hour_x_IsWeekend,34,0.22666666666666668,97.57333333333332
시간대,33,0.22,97.79333333333332
DayOfYear_Cos,29,0.19333333333333333,97.98666666666665
Weather_Score,29,0.19333333333333333,98.17999999999998
humidity,25,0.16666666666666669,98.34666666666665
Is_RushHour,22,0.14666666666666667,98.49333333333331
WeekOfYear,21,0.13999999999999999,98.63333333333331
DayOfYear_Sin,20,0.13333333333333333,98.76666666666665
Temp_x_RushHour,20,0.13333333333333333,98.89999999999999
환승역,19,0.12666666666666665,99.02666666666666
discomfort_index,17,0.11333333333333334,99.13999999999999
temperature,16,0.10666666666666667,99.24666666666666
호선,13,0.08666666666666667,99.33333333333333
DayOfMonth,10,0.06666666666666667,99.39999999999999
Feels_Like_Temp,9,0.06,99.46
Is_EveningRush,8,0.05333333333333334,99.51333333333332
Precipitation_Intensity,8,0.05333333333333334,99.56666666666665
Month,7,0.04666666666666667,99.61333333333332
Hour,7,0.04666666666666667,99.65999999999998
Transfer_x_RushHour,6,0.04,99.69999999999999
is_transfer_station,5,0.03333333333333333,99.73333333333332
wind_speed,5,0.03333333333333333,99.76666666666665
event_timing,5,0.03333333333333333,99.79999999999998
Is_Holiday,4,0.02666666666666667,99.82666666666665
Is_MorningRush,4,0.02666666666666667,99.85333333333332
Season,3,0.02,99.87333333333332
snowfall,3,0.02,99.89333333333332
월_Sin,3,0.02,99.91333333333331
월_Cos,3,0.02,99.93333333333331
RainIntensity_x_RushHour,2,0.013333333333333334,99.94666666666664
event_count,1,0.006666666666666667,99.9533333333333
is_event_nearby,1,0.006666666666666667,99.95999999999997
Humidity_Category,1,0.006666666666666667,99.96666666666663
Snow_Category,1,0.006666666666666667,99.97333333333329
Season_x_Weekend,1,0.006666666666666667,99.97999999999995
event_rushhour,1,0.006666666666666667,99.98666666666661
event_evening,1,0.006666666666666667,99.99333333333327
event_intensity,1,0.006666666666666667,99.99999999999993
DI_Category,0,0.0,99.99999999999993
Weather_Group,0,0.0,99.99999999999993
Rain_Category,0,0.0,99.99999999999993
Is_Cold,0,0.0,99.99999999999993
Is_Rain,0,0.0,99.99999999999993
Temp_Category,0,0.0,99.99999999999993
Is_LateNight,0,0.0,99.99999999999993
시간대_그룹,0,0.0,99.99999999999993
Quarter,0,0.0,99.99999999999993
Is_Weekend,0,0.0,99.99999999999993
rainfall,0,0.0,99.99999999999993
Is_Snow,0,0.0,99.99999999999993
Is_Extreme_Weather,0,0.0,99.99999999999993
Is_Freezing,0,0.0,99.99999999999993
Is_Hot,0,0.0,99.99999999999993
Is_Windy,0,0.0,99.99999999999993
Wind_Category,0,0.0,99.99999999999993
has_multiple_events,0,0.0,99.99999999999993
event_weekend,0,0.0,99.99999999999993
daily_event_count,0,0.0,99.99999999999993
Snow_x_Weekend,0,0.0,99.99999999999993
Rain_x_Weekend,0,0.0,99.99999999999993
Rain_x_RushHour,0,0.0,99.99999999999993
event_ending,0,0.0,99.99999999999993
Event_x_Weekend,0,0.0,99.99999999999993
Event_x_Evening,0,0.0,99.99999999999993
Holiday_x_Event,0,0.0,99.99999999999993
Extreme_x_RushHour,0,0.0,99.99999999999993
