feature,importance,importance_pct,cumulative_pct
station_hour_weekday_mean,1812,10.977826245001818,10.977826245001818
rolling_3h_mean_하차,1678,10.166000242336121,21.14382648733794
rolling_3h_mean_승차,1466,8.881618805282928,30.025445292620866
station_hour_mean,851,5.155700957227674,35.18114624984854
시간대,748,4.531685447715982,39.71283169756452
Time_x_Weekday,720,4.362050163576881,44.0748818611414
Is_Holiday,686,4.156064461407973,48.23094632254937
rolling_6h_mean_하차,661,4.004604386283775,52.235550708833145
DayOfYear,656,3.974312371258936,56.20986308009208
weekday_mean_승차,626,3.7925602811098997,60.00242336120198
rolling_6h_mean_승차,539,3.265479219677693,63.26790258087967
time_mean_승차,537,3.253362413667757,66.52126499454742
rolling_12h_mean_승차,436,2.641463710166,69.16272870471342
rolling_12h_mean_하차,411,2.490003635041803,71.65273233975522
month_mean_승차,384,2.3264267539076697,73.97915909366289
순서,309,1.872046528535078,75.85120562219797
station_weekday_mean,299,1.8114624984853993,77.66266812068336
요일,289,1.7508784684357201,79.41354658911908
DayOfMonth,282,1.7084696474009449,81.12201623652003
요일_Sin,229,1.387374288137647,82.50939052465768
order_hour_mean,205,1.2419726160184175,83.75136314067609
DayOfYear_Sin,185,1.1208045559190598,84.87216769659516
Time_Cos,183,1.1086877499091239,85.98085544650428
transfer_hour_mean,183,1.1086877499091239,87.0895431964134
DayOfYear_Cos,173,1.048103719859445,88.13764691627284
Time_Sin,162,0.9814612868047983,89.11910820307764
WeekOfYear,157,0.9511692717799588,90.0702774748576
discomfort_index,155,0.939052465770023,91.00932994062762
Weather_Score,150,0.9087604507451835,91.9180903913728
Feels_Like_Temp,142,0.8602932267054405,92.77838361807824
temperature,116,0.7027747485762753,93.48115836665451
humidity,98,0.5937234944868532,94.07488186114136
환승역,89,0.5391978674421423,94.6140797285835
Hour,72,0.43620501635768816,95.0502847449412
DI_x_RushHour,72,0.43620501635768816,95.48648976129888
Hour_x_IsWeekend,71,0.43014661335272025,95.9166363746516
Temp_x_RushHour,71,0.43014661335272025,96.34678298800432
Month,66,0.39985459832788073,96.7466375863322
Season_x_Weekend,64,0.387737792317945,97.13437537865015
요일_Cos,61,0.3695625833030413,97.50393796195318
호선,48,0.2908033442384587,97.79474130619164
Season,47,0.28474494123349087,98.07948624742512
Is_RushHour,37,0.22416091118381193,98.30364715860894
snowfall,32,0.1938688961589725,98.49751605476791
rainfall,28,0.16963528413910092,98.66715133890702
wind_speed,23,0.13934326911426148,98.80649460802128
월_Cos,22,0.13328486610929358,98.93977947413057
Precipitation_Intensity,22,0.13328486610929358,99.07306434023987
event_count,21,0.1272264631043257,99.20029080334419
월_Sin,18,0.10905125408942204,99.30934205743361
Is_EveningRush,17,0.10299285108445413,99.41233490851806
Transfer_x_RushHour,12,0.07270083605961468,99.48503574457767
is_transfer_station,9,0.05452562704471102,99.53956137162238
RainIntensity_x_RushHour,9,0.05452562704471102,99.5940869986671
Holiday_x_Event,7,0.04240882103477523,99.63649581970186
Is_MorningRush,6,0.03635041802980734,99.67284623773168
Is_Weekend,6,0.03635041802980734,99.70919665576149
event_evening,6,0.03635041802980734,99.7455470737913
event_ending,5,0.030292015024839455,99.77583908881614
Weather_Group,5,0.030292015024839455,99.80613110384098
Humidity_Category,5,0.030292015024839455,99.83642311886582
Is_Rain,4,0.02423361201987156,99.8606567308857
Quarter,3,0.01817520901490367,99.87883193990059
event_timing,3,0.01817520901490367,99.89700714891549
Snow_x_Weekend,3,0.01817520901490367,99.91518235793039
DI_Category,3,0.01817520901490367,99.93335756694529
event_intensity,2,0.01211680600993578,99.94547437295523
event_weekend,2,0.01211680600993578,99.95759117896517
Rain_x_RushHour,1,0.00605840300496789,99.96364958197015
Is_Snow,1,0.00605840300496789,99.96970798497512
Wind_Category,1,0.00605840300496789,99.97576638798009
Is_Extreme_Weather,1,0.00605840300496789,99.98182479098506
시간대_그룹,1,0.00605840300496789,99.98788319399003
Rain_x_Weekend,1,0.00605840300496789,99.993941596995
daily_event_count,1,0.00605840300496789,99.99999999999997
is_event_nearby,0,0.0,99.99999999999997
Is_Freezing,0,0.0,99.99999999999997
Snow_Category,0,0.0,99.99999999999997
Is_LateNight,0,0.0,99.99999999999997
Temp_Category,0,0.0,99.99999999999997
Rain_Category,0,0.0,99.99999999999997
Is_Windy,0,0.0,99.99999999999997
Is_Cold,0,0.0,99.99999999999997
Is_Hot,0,0.0,99.99999999999997
has_multiple_events,0,0.0,99.99999999999997
Event_x_Evening,0,0.0,99.99999999999997
Event_x_Weekend,0,0.0,99.99999999999997
event_rushhour,0,0.0,99.99999999999997
Extreme_x_RushHour,0,0.0,99.99999999999997
